latitude,longitude,datetime_sin,datetime_cos,ElapsedTime,MinWaitTime,MaxWaitTime,BagNumber,MaxSpendingRange,DropOffRange
0.0,0.0,104829.76308433578,130971.02188129476,130503.10224740859,0.0,0.9166666666666666,0.2,0.0555555555555555,1.0
0.0,0.0,115737.69947476736,130599.86489914301,1230.2778577835654,0.1428571428571428,0.7499999999999999,0.8,0.0,0.4
0.0,0.0,104348.65612538745,130940.88930214097,130423.74830448304,0.4285714285714285,0.6666666666666666,0.4,0.2222222222222222,0.2
129140163.0,129140163.0,112780.65174231271,130900.14056864048,742.1927603038584,0.4285714285714285,0.5833333333333334,0.8,0.3333333333333333,0.8
0.0,0.0,18117.947574066024,50033.46586979063,114525.82767270683,0.8571428571428572,0.4166666666666666,0.4,0.0555555555555555,0.6
0.0,0.0,18482.45756473012,50824.8183665457,114611.30820681414,0.1428571428571428,0.4999999999999999,0.8,0.3333333333333333,0.1
129140163.0,129140163.0,737.267148174236,2584.8264809353836,109879.82935987697,0.0,0.9166666666666666,0.2,0.0,0.8
0.0,0.0,18386.518531598136,50617.16264965187,114588.8440391477,0.5714285714285714,0.8333333333333334,0.2,0.3333333333333333,0.8
0.0,0.0,21728.132160084944,57595.73718274097,115357.58536123917,0.1428571428571428,0.0,0.0,0.3333333333333333,1.0
0.0,0.0,17293.81413289916,48220.08160650903,114331.2354670768,0.4285714285714285,0.0833333333333333,0.6000000000000001,0.1666666666666666,0.6
0.0,0.0,117187.4340668584,130398.21455580779,1469.798398746414,0.7142857142857142,0.4166666666666666,0.6000000000000001,0.1111111111111111,0.9
0.0,0.0,104074.52090822371,130921.96128455825,130378.52822671292,0.4285714285714285,0.1666666666666666,0.2,0.1111111111111111,0.0
129140163.0,129140163.0,19769.443642796512,53567.83922553301,114910.34420497113,0.0,0.25,0.2,1.0,0.6
129140163.0,129140163.0,18360.371427885093,50560.490799356754,114582.71744796599,0.5714285714285714,0.0833333333333333,0.4,0.2222222222222222,0.2
0.0,0.0,277.4346752243663,980.2930172737357,109735.12511101268,1.0,0.4999999999999999,0.2,0.8888888888888888,0.5
0.0,0.0,17879.908464528406,49513.16453996588,114469.81312475934,0.5714285714285714,0.1666666666666666,0.4,0.2222222222222222,0.6
129140163.0,129140163.0,934.4515399914486,3265.3173610081944,109941.38701413173,0.8571428571428572,0.4166666666666666,0.4,0.0555555555555555,0.5
0.0,0.0,26.557322910957566,94.24314998139127,109655.47942564992,0.0,0.0833333333333333,0.2,0.0555555555555555,0.0
0.0,0.0,21596.563022533304,57330.54337644546,115327.82763264205,0.8571428571428572,0.4999999999999999,0.2,0.1666666666666666,0.1
0.0,0.0,20603.95218922581,55305.11211990576,115102.01898622887,0.1428571428571428,0.8333333333333334,0.6000000000000001,1.0,0.1
129140163.0,129140163.0,127274.52125045074,127994.50361978903,3143.524761114063,0.1428571428571428,0.3333333333333333,0.4,0.1666666666666666,1.0
129140163.0,129140163.0,17430.416566868953,48523.00243116892,114363.61887760895,0.2857142857142857,0.6666666666666666,0.4,0.8888888888888888,0.9
0.0,0.0,110279.40332400255,131038.08960746072,329.668954065784,0.2857142857142857,0.4166666666666666,0.4,0.7777777777777778,0.1
129140163.0,129140163.0,22068.18602043736,58277.660302009484,115434.31362222973,1.0,0.0,0.2,0.1111111111111111,0.3
0.0,0.0,114393.03163609805,130754.86228747913,1008.2618630543113,0.0,0.25,0.4,0.3888888888888889,0.1
129140163.0,129140163.0,104647.57294960832,130960.07347183069,130473.05277637427,0.1428571428571428,1.0,0.4,0.0555555555555555,0.6
129140163.0,129140163.0,1052.6473230912325,3671.0802616579135,109978.14656122225,0.2857142857142857,0.3333333333333333,0.2,0.2222222222222222,1.0
0.0,0.0,19398.42648883877,52785.11454726493,114824.5719284266,0.4285714285714285,0.9166666666666666,0.4,0.2777777777777778,0.5
129140163.0,129140163.0,18519.864603840273,50905.66314634475,114620.06047993095,1.0,0.0833333333333333,0.0,0.0,1.0
0.0,0.0,127858.63708703406,127801.14593474883,3240.9667351476696,0.4285714285714285,0.7499999999999999,0.2,0.0,1.0
0.0,0.0,107450.01467598462,131066.15843656525,130935.17279694087,0.1428571428571428,0.0,0.2,0.3888888888888889,0.9
129140163.0,129140163.0,517.829210163839,1822.2329350711937,109810.97814469159,1.0,0.25,0.4,0.2777777777777778,0.8
0.0,0.0,119945.76095944566,129915.28209068048,1926.0835705684492,1.0,1.0,0.2,0.0,0.7
129140163.0,129140163.0,128718.28943126669,127505.6581984825,3384.5040142630382,0.7142857142857142,0.4999999999999999,1.0,0.3333333333333333,1.0
0.0,0.0,128795.1223726416,127478.61415329936,3397.340681501002,0.0,0.4999999999999999,0.6000000000000001,0.3333333333333333,0.3
0.0,0.0,1142.9247525510184,3979.9325497445448,110006.15383519598,0.4285714285714285,0.25,0.6000000000000001,0.0555555555555555,0.0
0.0,0.0,980.3769792309757,3423.1671575007463,109955.68239355584,0.5714285714285714,0.5833333333333334,0.2,0.0,0.5
0.0,0.0,114219.81456261496,130772.58984067975,979.6711042061174,0.0,0.8333333333333334,0.4,0.3333333333333333,0.1
0.0,0.0,20.14530414275461,71.4969201339007,109653.43722858932,0.2857142857142857,0.4999999999999999,0.6000000000000001,0.0555555555555555,0.5
0.0,0.0,19116.75496969,52186.55901291905,114759.22162248786,0.2857142857142857,0.4999999999999999,0.2,0.1666666666666666,0.7
129140163.0,129140163.0,840.8825922178909,2942.9655239967374,109912.21277040908,0.5714285714285714,0.4999999999999999,0.6000000000000001,0.2777777777777778,0.7
0.0,0.0,115403.81416426184,130641.22643729884,1175.1385371477802,0.4285714285714285,0.3333333333333333,0.6000000000000001,0.0,0.2
129140163.0,129140163.0,106951.02581083325,131057.02175774741,130852.90142964298,0.0,0.0,0.2,0.2222222222222222,0.8
0.0,0.0,107743.75224330662,131069.5617986026,130983.60204152045,0.1428571428571428,0.1666666666666666,0.2,0.0,0.9
129140163.0,129140163.0,119076.82830481313,130081.48505281624,1782.254549015842,0.1428571428571428,0.7499999999999999,0.8,0.2222222222222222,0.6
0.0,0.0,19538.328171135578,53081.0177076543,114856.95533895872,0.8571428571428572,0.8333333333333334,0.6000000000000001,0.2222222222222222,0.2
129140163.0,129140163.0,20784.0147827503,55675.80202150149,115143.1546698778,0.4285714285714285,0.8333333333333334,0.8,0.0555555555555555,0.1
129140163.0,129140163.0,17479.696348623733,48632.05147970538,114375.28857509802,0.2857142857142857,0.8333333333333334,0.2,0.1666666666666666,0.1
0.0,0.0,130681.99803485956,126781.67491361864,3713.0059985799217,0.0,0.5833333333333334,0.2,0.2222222222222222,0.2
0.0,0.0,109398.24625204365,131061.3924204361,184.38122032705044,0.4285714285714285,0.6666666666666666,0.4,0.1111111111111111,0.9
0.0,0.0,19611.515037441524,53235.44826310697,114873.87640031785,0.7142857142857142,0.3333333333333333,0.4,0.3333333333333333,0.6
0.0,0.0,17922.013781294216,49605.401160689325,114479.73236762501,0.5714285714285714,0.8333333333333334,0.6000000000000001,0.0555555555555555,0.8
0.0,0.0,21809.483453172805,57759.33202090544,115375.96513478443,0.1428571428571428,0.9166666666666666,0.4,0.1111111111111111,0.0
0.0,0.0,21497.358047320584,57130.08137775308,115305.36346497564,0.7142857142857142,0.25,0.6000000000000001,0.3333333333333333,0.1
129140163.0,129140163.0,20983.629382595,56085.03812113443,115188.66649008512,0.5714285714285714,0.0,0.4,0.1666666666666666,0.4
0.0,0.0,18783.40677105587,51473.31881279418,114681.6181341857,0.0,0.4166666666666666,0.4,0.8888888888888888,0.5
0.0,0.0,111744.2240810207,130970.19169519785,571.2316920892097,1.0,0.6666666666666666,0.6000000000000001,0.2222222222222222,0.6
0.0,0.0,130474.71982682885,126861.32361357652,3678.288648549984,0.1428571428571428,0.9166666666666666,0.6000000000000001,0.7777777777777778,0.0
129140163.0,129140163.0,20878.65189686649,55870.04336664556,115164.74361023253,0.2857142857142857,0.4999999999999999,0.4,0.1111111111111111,0.4
0.0,0.0,125681.00231558768,128491.58136210105,2878.0391432380743,0.7142857142857142,0.25,0.2,0.2777777777777778,0.2
129140163.0,129140163.0,103634.17786265047,130888.88429257559,130305.88435984358,0.8571428571428572,0.7499999999999999,0.6000000000000001,0.0555555555555555,1.0
0.0,0.0,1287.2034919389987,4471.627398688604,110050.7904280916,0.8571428571428572,0.0,0.2,0.1111111111111111,0.8
0.0,0.0,407.62546481523583,1437.11636365987,109776.2607946616,0.5714285714285714,0.1666666666666666,0.2,0.3888888888888889,0.2
0.0,0.0,20384.76303157315,54851.892318945655,115051.83928702596,1.0,0.25,0.8,0.1666666666666666,0.2
129140163.0,129140163.0,1132.5706644334182,3944.556424829955,110002.94466838651,0.4285714285714285,0.25,0.4,0.0555555555555555,0.8
129140163.0,129140163.0,18985.022493858945,51905.33482008973,114728.5886665791,0.5714285714285714,0.0833333333333333,0.4,0.5555555555555556,0.5
