latitude,longitude,datetime_sin,datetime_cos,ElapsedTime,MinWaitTime,MaxWaitTime,BagNumber,MaxSpendingRange,DropOffRange
-2.9743099920172944,-2.9743099920172944,1.6770790748331694,1.9233416985131089,1.6149808267340602,-1.5614737975388904,1.3246256244225716,-0.9925654009324532,-0.8945427819539018,1.5731937175254422
-2.9743099920172944,-2.9743099920172944,2.0953129984352006,1.9097203110401952,-3.4585281266397927,-1.1233129541629356,0.7942237567111229,1.925314268638697,-1.1083078743031505,-0.3152430432685426
-2.9743099920172944,-2.9743099920172944,1.6586323912524237,1.9222358388473904,1.6118664603401995,-0.2469912674110257,0.5290228228553988,-0.0199388444087364,-0.253247504906155,-0.9447219635332044
3.0259119002911476,3.0259119002911476,1.9819333791235352,1.9207403684272384,-3.477683769937321,-0.2469912674110257,0.2638218889996748,1.925314268638697,0.1742826797923427,0.9437147972607808
-2.9743099920172944,-2.9743099920172944,-1.6476398752450392,-1.0470505197663023,0.9879283430585531,1.0674912627168396,-0.2665799787117742,-0.0199388444087364,-0.8945427819539018,0.3142358769961189
-2.9743099920172944,-2.9743099920172944,-1.633663772146261,-1.0180080404265108,0.9912831568578214,-1.1233129541629356,-0.0013790448560499,1.925314268638697,0.1742826797923427,-1.2594614236655353
3.0259119002911476,3.0259119002911476,-2.3140528345074585,-2.788406154331902,0.8055890606239248,-1.5614737975388904,1.3246256244225716,-0.9925654009324532,-1.1083078743031505,0.9437147972607808
-2.9743099920172944,-2.9743099920172944,-1.637342282619477,-1.0256289639623664,0.9904015163713248,0.1911695759649294,1.0594246905668476,-0.9925654009324532,0.1742826797923427,0.9437147972607808
-2.9743099920172944,-2.9743099920172944,-1.5092175733270752,-0.769516665676211,1.0205719408118423,-1.1233129541629356,-1.5925846479903951,-1.9651919574561696,0.1742826797923427,1.5731937175254422
-2.9743099920172944,-2.9743099920172944,-1.679238937646358,-1.1136013617961298,0.980291275467728,-0.2469912674110257,-1.327383714134671,0.9526877121149806,-0.467012597255404,0.3142358769961189
-2.9743099920172944,-2.9743099920172944,2.150898964921374,1.902319783520296,-3.4491277780759733,0.6293304193408842,-0.2665799787117742,0.9526877121149806,-0.6807776896046527,1.2584542573931117
-2.9743099920172944,-2.9743099920172944,1.6481214528523391,1.9215411843642816,1.6100917294907582,-0.2469912674110257,-1.0621827802789467,-0.9925654009324532,-0.6807776896046527,-1.574200883797866
3.0259119002911476,3.0259119002911476,-1.5843179364368543,-0.9173397201110828,1.0030192802170361,-1.5614737975388904,-0.7969818464232225,-0.9925654009324532,2.739463787983329,0.3142358769961189
3.0259119002911476,3.0259119002911476,-1.6383448192483416,-1.0277088096039644,0.9901610689659162,0.1911695759649294,-1.327383714134671,-0.0199388444087364,-0.253247504906155,-0.9447219635332044
-2.9743099920172944,-2.9743099920172944,-2.3316838081836666,-2.8472922135273646,0.7999099219057094,1.5056521060927943,-0.0013790448560499,-0.9925654009324532,2.311933603284831,-0.0005035831362118
-2.9743099920172944,-2.9743099920172944,-1.656766810642277,-1.0661454751545294,0.9857299667805346,0.1911695759649294,-1.0621827802789467,-0.0199388444087364,-0.253247504906155,0.3142358769961189
3.0259119002911476,3.0259119002911476,-2.306492357538127,-2.7634322742892294,0.8080049845544558,1.0674912627168396,-0.2665799787117742,-0.0199388444087364,-0.8945427819539018,-0.0005035831362118
-2.9743099920172944,-2.9743099920172944,-2.3413029896351616,-2.8798100675435965,0.7967841056354014,-1.5614737975388904,-1.327383714134671,-0.9925654009324532,-0.8945427819539018,-1.574200883797866
