latitude,longitude,datetime_sin,datetime_cos,ElapsedTime,MinWaitTime,MaxWaitTime,BagNumber,MaxSpendingRange,DropOffRange,cluster
0.0,0.0,524148.8154216789,654855.1094064738,652515.5112370431,0.0,0.9166666666666666,0.2,0.0555555555555555,1.0,3
0.0,0.0,578688.4973738368,652999.324495715,6151.389288917827,0.1428571428571428,0.7499999999999999,0.8,0.0,0.4,3
0.0,0.0,521743.28062693716,654704.4465107048,652118.7415224152,0.4285714285714285,0.6666666666666666,0.4,0.2222222222222222,0.2,3
258280326.0,258280326.0,563903.2587115637,654500.7028432024,3710.9638015192922,0.4285714285714285,0.5833333333333334,0.8,0.3333333333333333,0.8,1
0.0,0.0,90589.73787033012,250167.32934895315,572629.1383635342,0.8571428571428572,0.4166666666666666,0.4,0.0555555555555555,0.6,0
0.0,0.0,92412.28782365061,254124.09183272853,573056.5410340707,0.1428571428571428,0.4999999999999999,0.8,0.3333333333333333,0.1,0
258280326.0,258280326.0,3686.33574087118,12924.132404676919,549399.1467993848,0.0,0.9166666666666666,0.2,0.0,0.8,2
0.0,0.0,91932.59265799068,253085.81324825936,572944.2201957385,0.5714285714285714,0.8333333333333334,0.2,0.3333333333333333,0.8,0
0.0,0.0,108640.66080042472,287978.68591370486,576787.9268061959,0.1428571428571428,0.0,0.0,0.3333333333333333,1.0,0
0.0,0.0,86469.0706644958,241100.40803254518,571656.177335384,0.4285714285714285,0.0833333333333333,0.6000000000000001,0.1666666666666666,0.6,0
0.0,0.0,585937.170334292,651991.072779039,7348.99199373207,0.7142857142857142,0.4166666666666666,0.6000000000000001,0.1111111111111111,0.9,3
0.0,0.0,520372.6045411186,654609.8064227912,651892.6411335646,0.4285714285714285,0.1666666666666666,0.2,0.1111111111111111,0.0,3
258280326.0,258280326.0,98847.21821398256,267839.19612766505,574551.7210248556,0.0,0.25,0.2,1.0,0.6,2
258280326.0,258280326.0,91801.85713942547,252802.45399678376,572913.58723983,0.5714285714285714,0.0833333333333333,0.4,0.2222222222222222,0.2,2
0.0,0.0,1387.1733761218316,4901.465086368678,548675.6255550634,1.0,0.4999999999999999,0.2,0.8888888888888888,0.5,0
0.0,0.0,89399.54232264202,247565.8226998294,572349.0656237967,0.5714285714285714,0.1666666666666666,0.4,0.2222222222222222,0.6,0
258280326.0,258280326.0,4672.257699957243,16326.586805040972,549706.9350706586,0.8571428571428572,0.4166666666666666,0.4,0.0555555555555555,0.5,2
0.0,0.0,132.78661455478783,471.21574990695643,548277.3971282495,0.0,0.0833333333333333,0.2,0.0555555555555555,0.0,0
0.0,0.0,107982.81511266652,286652.7168822273,576639.1381632102,0.8571428571428572,0.4999999999999999,0.2,0.1666666666666666,0.1,0
0.0,0.0,103019.76094612904,276525.5605995288,575510.0949311444,0.1428571428571428,0.8333333333333334,0.6000000000000001,1.0,0.1,0
258280326.0,258280326.0,636372.6062522536,639972.5180989453,15717.623805570314,0.1428571428571428,0.3333333333333333,0.4,0.1666666666666666,1.0,1
258280326.0,258280326.0,87152.08283434476,242615.0121558446,571818.0943880448,0.2857142857142857,0.6666666666666666,0.4,0.8888888888888888,0.9,2
0.0,0.0,551397.0166200128,655190.4480373035,1648.34477032892,0.2857142857142857,0.4166666666666666,0.4,0.7777777777777778,0.1,3
258280326.0,258280326.0,110340.9301021868,291388.3015100474,577171.5681111485,1.0,0.0,0.2,0.1111111111111111,0.3,2
0.0,0.0,571965.1581804901,653774.3114373956,5041.309315271556,0.0,0.25,0.4,0.3888888888888889,0.1,3
258280326.0,258280326.0,523237.8647480416,654800.3673591533,652365.2638818715,0.1428571428571428,1.0,0.4,0.0555555555555555,0.6,1
258280326.0,258280326.0,5263.236615456162,18355.40130828957,549890.7328061112,0.2857142857142857,0.3333333333333333,0.2,0.2222222222222222,1.0,2
0.0,0.0,96992.13244419385,263925.5727363246,574122.859642133,0.4285714285714285,0.9166666666666666,0.4,0.2777777777777778,0.5,0
