FlightDate,FlightTime,Airport,MinWaitTime,MaxWaitTime,BagNumber,MaxSpendingRange,DropOffRange,latitude,longitude,FlightDateTime,ElapsedTime,datetime_sin,datetime_cos
2025-01-18,15:29:44,LAX,0.0,0.9166666666666666,0.2,0.0555555555555555,1.0,0.0,0.0,2025-01-18 15:29:00,447323,-0.027267814239946658,0.9996281640222907
2024-03-16,22:23:43,LAX,0.1428571428571428,0.7499999999999999,0.8,0.0,0.4,0.0,0.0,2024-03-16 22:23:00,4217,0.058941524552649935,0.9982614370411237
2025-01-18,10:57:58,LAX,0.4285714285714285,0.6666666666666666,0.4,0.2222222222222222,0.2,0.0,0.0,2025-01-18 10:57:00,447051,-0.03107017532227138,0.9995172055574848
2024-03-15,18:30:12,ONT,0.4285714285714285,0.5833333333333334,0.8,0.3333333333333333,0.8,1.0,1.0,2024-03-15 18:30:00,2544,0.03557091432277345,0.9993671547805851
2024-12-11,14:44:07,LAX,0.8571428571428572,0.4166666666666666,0.4,0.0555555555555555,0.6,0.0,0.0,2024-12-11 14:44:00,392558,-0.7125824340798032,0.7015883940323578
2024-12-11,19:37:48,LAX,0.1428571428571428,0.4999999999999999,0.8,0.3333333333333333,0.1,0.0,0.0,2024-12-11 19:37:00,392851,-0.7097015807127068,0.704502424647272
2024-11-30,13:19:21,ONT,0.0,0.9166666666666666,0.2,0.0,0.8,1.0,1.0,2024-11-30 13:19:00,376633,-0.8499481936194284,0.5268662716127032
2024-12-11,18:20:08,LAX,0.5714285714285714,0.8333333333333334,0.2,0.3333333333333333,0.8,0.0,0.0,2024-12-11 18:20:00,392774,-0.7104598213472932,0.7037377652586028
2024-12-13,14:15:23,LAX,0.1428571428571428,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,2024-12-13 14:15:00,395409,-0.684049848727277,0.7294352640613075
2024-12-11,03:37:57,LAX,0.4285714285714285,0.0833333333333333,0.6000000000000001,0.1666666666666666,0.6,0.0,0.0,2024-12-11 03:37:00,391891,-0.719095856646347,0.694910892815803
2024-03-17,12:04:21,LAX,0.7142857142857142,0.4166666666666666,0.6000000000000001,0.1111111111111111,0.9,0.0,0.0,2024-03-17 12:04:00,5038,0.0703992976946493,0.9975188914923366
2025-01-18,08:22:21,LAX,0.4285714285714285,0.1666666666666666,0.2,0.1111111111111111,0.0,0.0,0.0,2025-01-18 08:22:00,446896,-0.033236764397009406,0.9994475061214659
2024-12-12,12:42:44,ONT,0.0,0.25,0.2,1.0,0.6,1.0,1.0,2024-12-12 12:42:00,393876,-0.6995300675268851,0.7146031658380977
2024-12-11,17:59:19,ONT,0.5714285714285714,0.0833333333333333,0.4,0.2222222222222222,0.2,1.0,1.0,2024-12-11 17:59:00,392753,-0.7106664712984628,0.7035290801183638
2024-11-30,05:03:04,LAX,1.0,0.4999999999999999,0.2,0.8888888888888888,0.5,0.0,0.0,2024-11-30 05:03:00,376137,-0.8535824147983443,0.520957830488253
2024-12-11,11:32:23,LAX,0.5714285714285714,0.1666666666666666,0.4,0.2222222222222222,0.6,0.0,0.0,2024-12-11 11:32:00,392366,-0.7144637426523409,0.6996724665407448
2024-11-30,16:50:27,ONT,0.8571428571428572,0.4166666666666666,0.4,0.0555555555555555,0.5,1.0,1.0,2024-11-30 16:50:00,376844,-0.8483897745536835,0.5293720718292099
2024-11-30,00:30:58,LAX,0.0,0.0833333333333333,0.2,0.0555555555555555,0.0,0.0,0.0,2024-11-30 00:30:00,375864,-0.8555651886142925,0.5176950917590295
2024-12-13,12:33:13,LAX,0.8571428571428572,0.4999999999999999,0.2,0.1666666666666666,0.1,0.0,0.0,2024-12-13 12:33:00,395307,-0.6850896868733619,0.7284587297436684
2024-12-12,23:39:12,LAX,0.1428571428571428,0.8333333333333334,0.6000000000000001,1.0,0.1,0.0,0.0,2024-12-12 23:39:00,394533,-0.6929346467773152,0.7210003989566145
2024-03-21,11:41:44,ONT,0.1428571428571428,0.3333333333333333,0.4,0.1666666666666666,1.0,1.0,1.0,2024-03-21 11:41:00,10775,0.15012117040409945,0.9886676055158798
2024-12-11,05:28:24,ONT,0.2857142857142857,0.6666666666666666,0.4,0.8888888888888888,0.9,1.0,1.0,2024-12-11 05:28:00,392002,-0.7180162385510008,0.6960263509214808
2024-03-14,18:56:12,LAX,0.2857142857142857,0.4166666666666666,0.4,0.7777777777777778,0.1,0.0,0.0,2024-03-14 18:56:00,1130,0.015802649769297107,0.9998751303339177
2024-12-13,18:38:30,ONT,1.0,0.0,0.2,0.1111111111111111,0.3,1.0,1.0,2024-12-13 18:38:00,395672,-0.6813622809412595,0.7319463382725022
2024-03-16,09:42:00,LAX,0.0,0.25,0.4,0.3888888888888889,0.1,0.0,0.0,2024-03-16 09:42:00,3456,0.04831413169683554,0.9988321904496175
2025-01-18,13:46:49,ONT,0.1428571428571428,1.0,0.4,0.0555555555555555,0.6,1.0,1.0,2025-01-18 13:46:00,447220,-0.028707728306842303,0.9995878482331908
2024-11-30,18:56:52,ONT,0.2857142857142857,0.3333333333333333,0.2,0.2222222222222222,1.0,1.0,1.0,2024-11-30 18:56:00,376970,-0.8474556308307659,0.530866229640979
2024-12-12,07:48:39,LAX,0.4285714285714285,0.9166666666666666,0.4,0.2777777777777778,0.5,0.0,0.0,2024-12-12 07:48:00,393582,-0.7024623493424872,0.7117209058024314
2024-12-11,20:07:27,ONT,1.0,0.0833333333333333,0.0,0.0,1.0,1.0,1.0,2024-12-11 20:07:00,392881,-0.7094059394481772,0.7048001227835089
2024-03-21,17:15:23,LAX,0.4285714285714285,0.7499999999999999,0.2,0.0,1.0,0.0,0.0,2024-03-21 17:15:00,11109,0.15473764764119693,0.9879555963718556
2025-01-19,16:10:40,LAX,0.1428571428571428,0.0,0.2,0.3888888888888889,0.9,0.0,0.0,2025-01-19 16:10:00,448804,-0.00655902486852636,0.9999784893650333
2024-11-30,09:23:03,ONT,1.0,0.25,0.4,0.2777777777777778,0.8,1.0,1.0,2024-11-30 09:23:00,376397,-0.8516824904529231,0.5240581412934128
2024-03-18,14:08:57,LAX,1.0,1.0,0.2,0.0,0.7,0.0,0.0,2024-03-18 14:08:00,6602,0.09219934575803716,0.9957405689444364
2024-03-22,01:27:56,ONT,0.7142857142857142,0.4999999999999999,1.0,0.3333333333333333,1.0,1.0,1.0,2024-03-22 01:27:00,11601,0.1615317888550026,0.9868675094405038
2024-03-22,02:11:11,LAX,0.0,0.4999999999999999,0.6000000000000001,0.3333333333333333,0.3,0.0,0.0,2024-03-22 02:11:00,11645,0.1621390271846313,0.9867679240143659
2024-11-30,20:32:17,LAX,0.4285714285714285,0.25,0.6000000000000001,0.0555555555555555,0.0,0.0,0.0,2024-11-30 20:32:00,377066,-0.846742135883321,0.5320035294241491
2024-11-30,17:39:27,LAX,0.5714285714285714,0.5833333333333334,0.2,0.0,0.5,0.0,0.0,2024-11-30 17:39:00,376893,-0.8480268093136155,0.5299533287803453
2024-03-16,08:04:47,LAX,0.0,0.8333333333333334,0.4,0.3333333333333333,0.1,0.0,0.0,2024-03-16 08:04:00,3358,0.04694513495555793,0.9988974693651018
2024-11-30,00:23:38,LAX,0.2857142857142857,0.4999999999999999,0.6000000000000001,0.0555555555555555,0.5,0.0,0.0,2024-11-30 00:23:00,375857,-0.8556158651014434,0.517611332359241
2024-12-12,04:04:41,LAX,0.2857142857142857,0.4999999999999999,0.2,0.1666666666666666,0.7,0.0,0.0,2024-12-12 04:04:00,393358,-0.7046885005184166,0.7095168195589909
2024-11-30,15:10:39,ONT,0.5714285714285714,0.4999999999999999,0.6000000000000001,0.2777777777777778,0.7,1.0,1.0,2024-11-30 15:10:00,376744,-0.8491292835524848,0.5281850620886999
2024-03-16,19:14:20,LAX,0.4285714285714285,0.3333333333333333,0.6000000000000001,0.0,0.2,0.0,0.0,2024-03-16 19:14:00,4028,0.05630270903145848,0.9984137443744046
2025-01-19,11:28:30,ONT,0.0,0.0,0.2,0.2222222222222222,0.8,1.0,1.0,2025-01-19 11:28:00,448522,-0.010502713077719158,0.9999448449879659
2025-01-19,18:56:56,LAX,0.1428571428571428,0.1666666666666666,0.2,0.0,0.9,0.0,0.0,2025-01-19 18:56:00,448970,-0.004237511380458333,0.9999910217083454
2024-03-18,05:55:40,ONT,0.1428571428571428,0.7499999999999999,0.8,0.2222222222222222,0.6,1.0,1.0,2024-03-18 05:55:00,6109,0.08533185891819081,0.9963525851090898
2024-12-12,09:39:59,LAX,0.8571428571428572,0.8333333333333334,0.6000000000000001,0.2222222222222222,0.2,0.0,0.0,2024-12-12 09:39:00,393693,-0.7013566561027137,0.7128105224675207
2024-12-13,02:00:42,ONT,0.4285714285714285,0.8333333333333334,0.8,0.0555555555555555,0.1,1.0,1.0,2024-12-13 02:00:00,394674,-0.6915115474326359,0.7223654059873862
2024-12-11,06:08:34,ONT,0.2857142857142857,0.8333333333333334,0.2,0.1666666666666666,0.1,1.0,1.0,2024-12-11 06:08:00,392042,-0.7176267627373493,0.6964279068238953
2024-03-22,20:13:40,LAX,0.0,0.5833333333333334,0.2,0.2222222222222222,0.2,0.0,0.0,2024-03-22 20:13:00,12727,0.17705168319959863,0.9842015553107956
2024-03-14,10:38:26,LAX,0.4285714285714285,0.6666666666666666,0.4,0.1111111111111111,0.9,0.0,0.0,2024-03-14 10:38:00,632,0.008838548969018015,0.9999609392631905
2024-12-12,10:37:53,LAX,0.7142857142857142,0.3333333333333333,0.4,0.3333333333333333,0.6,0.0,0.0,2024-12-12 10:37:00,393751,-0.7007782340138141,0.7133791886034243
