FlightDate,FlightTime,Airport,MinWaitTime,MaxWaitTime,BagNumber,MaxSpendingRange,DropOffRange,latitude,longitude,FlightDateTime,ElapsedTime,datetime_sin,datetime_cos
2025-01-18,15:29:44,LAX,-1.5614737975388904,1.3246256244225716,-0.9925654009324532,-0.8945427819539018,1.5731937175254422,-0.9914366640057649,-0.9914366640057649,2025-01-18 15:29:00,0.8074904133670301,0.8385395374165847,0.9616708492565544
2024-03-16,22:23:43,LAX,-1.1233129541629356,0.7942237567111229,1.925314268638697,-1.1083078743031505,-0.31524304326854263,-0.9914366640057649,-0.9914366640057649,2024-03-16 22:23:00,-1.7292640633198963,1.0476564992176005,0.9548601555200975
2025-01-18,10:57:58,LAX,-0.2469912674110257,0.5290228228553988,-0.019938844408736424,-0.253247504906155,-0.9447219635332044,-0.9914366640057649,-0.9914366640057649,2025-01-18 10:57:00,0.8059332301700998,0.8293161956262118,0.9611179194236952
2024-03-15,18:30:12,ONT,-0.2469912674110257,0.2638218889996748,1.925314268638697,0.17428267979234272,0.9437147972607808,1.0086373000970492,1.0086373000970492,2024-03-15 18:30:00,-1.7388418849686604,0.9909666895617677,0.9603701842136193
2024-12-11,14:44:07,LAX,1.0674912627168396,-0.2665799787117742,-0.019938844408736424,-0.8945427819539018,0.3142358769961189,-0.9914366640057649,-0.9914366640057649,2024-12-11 14:44:00,0.49396417152927663,-0.8238199376225196,-0.5235252598831511
2024-12-11,19:37:48,LAX,-1.1233129541629356,-0.0013790448560499677,1.925314268638697,0.17428267979234272,-1.2594614236655353,-0.9914366640057649,-0.9914366640057649,2024-12-11 19:37:00,0.4956415784289107,-0.8168318860731305,-0.5090040202132554
2024-11-30,13:19:21,ONT,-1.5614737975388904,1.3246256244225716,-0.9925654009324532,-1.1083078743031505,0.9437147972607808,1.0086373000970492,1.0086373000970492,2024-11-30 13:19:00,0.4027945303119624,-1.1570264172537292,-1.394203077165951
2024-12-11,18:20:08,LAX,0.1911695759649294,1.0594246905668476,-0.9925654009324532,0.17428267979234272,0.9437147972607808,-0.9914366640057649,-0.9914366640057649,2024-12-11 18:20:00,0.4952007581856624,-0.8186711413097385,-0.5128144819811832
2024-12-13,14:15:23,LAX,-1.1233129541629356,-1.5925846479903951,-1.9651919574561698,0.17428267979234272,1.5731937175254422,-0.9914366640057649,-0.9914366640057649,2024-12-13 14:15:00,0.5102859704059212,-0.7546087866635376,-0.38475833283810557
2024-12-11,03:37:57,LAX,-0.2469912674110257,-1.327383714134671,0.9526877121149806,-0.46701259725540406,0.3142358769961189,-0.9914366640057649,-0.9914366640057649,2024-12-11 03:37:00,0.490145637733864,-0.839619468823179,-0.5568006808980649
2024-03-17,12:04:21,LAX,0.6293304193408842,-0.2665799787117742,0.9526877121149806,-0.6807776896046527,1.2584542573931115,-0.9914366640057649,-0.9914366640057649,2024-03-17 12:04:00,-1.7245638890379866,1.075449482460687,0.9511598917601481
2025-01-18,08:22:21,LAX,-0.2469912674110257,-1.0621827802789467,-0.9925654009324532,-0.6807776896046527,-1.574200883797866,-0.9914366640057649,-0.9914366640057649,2025-01-18 08:22:00,0.8050458647453791,0.8240607264261696,0.9607705921821409
2024-12-12,12:42:44,ONT,-1.5614737975388904,-0.7969818464232225,-0.9925654009324532,2.739463787983329,0.3142358769961189,1.0086373000970492,1.0086373000970492,2024-12-12 12:42:00,0.5015096401085181,-0.7921589682184271,-0.45866986005554145
2024-12-11,17:59:19,ONT,0.1911695759649294,-1.327383714134671,-0.019938844408736424,-0.253247504906155,-0.9447219635332044,1.0086373000970492,1.0086373000970492,2024-12-11 17:59:00,0.4950805344829581,-0.8191724096241708,-0.5138544048019822
2024-11-30,05:03:04,LAX,1.5056521060927943,-0.0013790448560499677,-0.9925654009324532,2.311933603284831,-0.0005035831362118835,-0.9914366640057649,-0.9914366640057649,2024-11-30 05:03:00,0.39995496095285477,-1.1658419040918333,-1.4236461067636823
2024-12-11,11:32:23,LAX,0.1911695759649294,-1.0621827802789467,-0.019938844408736424,-0.253247504906155,0.3142358769961189,-0.9914366640057649,-0.9914366640057649,2024-12-11 11:32:00,0.4928649833902673,-0.8283834053211385,-0.5330727375772647
2024-11-30,16:50:27,ONT,1.0674912627168396,-0.2665799787117742,-0.019938844408736424,-0.8945427819539018,-0.0005035831362118835,1.0086373000970492,1.0086373000970492,2024-11-30 16:50:00,0.4040024922772279,-1.1532461787690635,-1.3817161371446147
2024-11-30,00:30:58,LAX,-1.5614737975388904,-1.327383714134671,-0.9925654009324532,-0.8945427819539018,-1.574200883797866,-0.9914366640057649,-0.9914366640057649,2024-11-30 00:30:00,0.3983920528177007,-1.1706514948175808,-1.4399050337717982
2024-12-13,12:33:13,LAX,1.0674912627168396,-0.0013790448560499677,-0.9925654009324532,-0.46701259725540406,-1.2594614236655353,-0.9914366640057649,-0.9914366640057649,2024-12-13 12:33:00,0.5097020267070724,-0.7571311096150825,-0.38962461282834976
2024-12-12,23:39:12,LAX,-1.1233129541629356,1.0594246905668476,0.9526877121149806,2.739463787983329,-1.2594614236655353,-0.9914366640057649,-0.9914366640057649,2024-12-12 23:39:00,0.5052709245216908,-0.7761605350061328,-0.42679107509606545
2024-03-21,11:41:44,ONT,-1.1233129541629356,-0.5317809125674982,-0.019938844408736424,-0.46701259725540406,1.5731937175254422,1.0086373000970492,1.0086373000970492,2024-03-21 11:41:00,-1.6917199184468572,1.2688298753923075,0.90705203496788
2024-12-11,05:28:24,ONT,-0.6851521107869805,0.5290228228553988,-0.019938844408736424,2.311933603284831,1.2584542573931115,1.0086373000970492,1.0086373000970492,2024-12-11 05:28:00,0.4907811058767286,-0.8370006521245918,-0.551242113870191
2024-03-14,18:56:12,LAX,-0.6851521107869805,-0.2665799787117742,-0.019938844408736424,1.8844034185863339,-1.2594614236655353,-0.9914366640057649,-0.9914366640057649,2024-03-14 18:56:00,-1.7469369476174066,0.943015046718908,0.9629015353664295
2024-12-13,18:38:30,ONT,1.5056521060927943,-1.5925846479903951,-0.9925654009324532,-0.6807776896046527,-0.6299825034008736,1.0086373000970492,1.0086373000970492,2024-12-13 18:38:00,0.5117916291588351,-0.7480895856359278,-0.37224511136986577
2024-03-16,09:42:00,LAX,-1.5614737975388904,-0.7969818464232225,-0.019938844408736424,0.3880477721415917,-1.2594614236655353,-0.9914366640057649,-0.9914366640057649,2024-03-16 09:42:00,-1.7336207413083657,1.0218777595010098,0.9577043421922388
2025-01-18,13:46:49,ONT,-1.1233129541629356,1.589826558278296,-0.019938844408736424,-0.8945427819539018,0.3142358769961189,1.0086373000970492,1.0086373000970492,2025-01-18 13:46:00,0.8069007447299573,0.8350467550899718,0.9614699470309555
2024-11-30,18:56:52,ONT,-0.6851521107869805,-0.5317809125674982,-0.9925654009324532,-0.253247504906155,1.5731937175254422,1.0086373000970492,1.0086373000970492,2024-11-30 18:56:00,0.4047238344934528,-1.1509802375153906,-1.3742704282428964
2024-12-12,07:48:39,LAX,-0.2469912674110257,1.3246256244225716,-0.019938844408736424,-0.03948241255690605,-0.0005035831362118835,-0.9914366640057649,-0.9914366640057649,2024-12-12 07:48:00,0.49982650827065994,-0.7992717691401269,-0.47303278011364336
2024-12-11,20:07:27,ONT,1.5056521060927943,-1.327383714134671,-1.9651919574561698,-1.1083078743031505,1.5731937175254422,1.0086373000970492,1.0086373000970492,2024-12-11 20:07:00,0.49581332657563104,-0.8161147525944692,-0.507520526538394
2024-03-21,17:15:23,LAX,-0.2469912674110257,0.7942237567111229,-0.9925654009324532,-1.1083078743031505,1.5731937175254422,-0.9914366640057649,-0.9914366640057649,2024-03-21 17:15:00,-1.689807789080039,1.280028009000175,0.9035039406635107
2025-01-19,16:10:40,LAX,-1.1233129541629356,-1.5925846479903951,-0.9925654009324532,0.3880477721415917,1.2584542573931115,-0.9914366640057649,-0.9914366640057649,2025-01-19 16:10:00,0.8159690468767851,0.888772600058987,0.9634165955909838
2024-11-30,09:23:03,ONT,1.5056521060927943,-0.7969818464232225,-0.019938844408736424,-0.03948241255690605,0.9437147972607808,1.0086373000970492,1.0086373000970492,2024-11-30 09:23:00,0.4014434448910966,-1.161233280335629,-1.4081965929450977
2024-03-18,14:08:57,LAX,1.5056521060927943,1.589826558278296,-0.9925654009324532,-1.1083078743031505,0.6289753371284497,-0.9914366640057649,-0.9914366640057649,2024-03-18 14:08:00,-1.7156100856556393,1.128329598257646,0.94229812901947
2024-03-22,01:27:56,ONT,0.6293304193408842,-0.0013790448560499677,2.8979408251624132,0.17428267979234272,1.5731937175254422,1.0086373000970492,1.0086373000970492,2024-03-22 01:27:00,-1.6869911194738272,1.2965084760653056,0.8980817700689493
2024-03-22,02:11:11,LAX,-1.5614737975388904,-0.0013790448560499677,0.9526877121149806,0.17428267979234272,-0.6299825034008736,-0.9914366640057649,-0.9914366640057649,2024-03-22 02:11:00,-1.6867392221919708,1.2979814468171933,0.8975855145275087
2024-11-30,20:32:17,LAX,-0.2469912674110257,-0.7969818464232225,0.9526877121149806,-0.8945427819539018,-1.574200883797866,-0.9914366640057649,-0.9914366640057649,2024-11-30 20:32:00,0.40527342856295734,-1.1492495213567966,-1.3686030194506176
